h3_cell,hex_emb,cluster
89118172e23ffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01  3.34048035e-01
  8.60450428e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01 -8.22953544e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01 -3.70880080e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01 -4.46339234e-01 -1.82547993e-01 -8.38693593e-02
 -1.55356104e-01 -1.90692263e-01  4.00099726e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01  7.77445359e-01  2.24150253e-01
  4.77653121e-01  2.53918391e-01  6.89936009e-02 -3.44419513e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  0.00000000e+00
  3.22396742e-01  6.69043464e-01  7.26502119e-01  9.65927034e-01
  2.41386188e-01  5.93484584e-01 -2.14277404e-01  6.02592870e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01 -7.42391756e-01
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
 -6.92229702e-01  2.32061830e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01  2.31779274e-01  4.05617884e-01  7.35095155e-01
 -2.46239508e-01  3.10346547e-01  2.83354110e-01 -6.88007978e-01
  7.28895537e-01  6.36582731e-01 -5.29826311e-01  2.65769135e-01
  3.69085016e-01  1.78841519e-01  2.67015707e-01  2.84235020e-01
  2.05983545e-01]",1
89118172e27ffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01  3.34048035e-01
  5.27117095e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01  1.77046456e-01  4.84118674e-01
  8.19961772e-01  5.26668329e-01 -3.75467464e-02  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  5.53660766e-01  8.17452007e-01  5.82797307e-01
  8.44643896e-01  8.09307737e-01 -2.66566941e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01  7.77445359e-01  2.24150253e-01
  4.77653121e-01  2.53918391e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  3.99966758e-01  6.66666667e-01
 -1.09365910e-02  6.69043464e-01  7.26502119e-01  9.65927034e-01
  2.41386188e-01  5.93484584e-01  7.85722596e-01  2.69259536e-01
  4.96634256e-01  1.22878750e-01 -1.98304662e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01  2.57608244e-01
 -1.62885398e-01  5.09698330e-01 -3.33034156e-01  1.34712873e-01
 -2.55630350e-02 -1.01271503e-01  2.86861132e-01  5.72093410e-01
  1.97058090e-01 -1.01554060e-01  4.05617884e-01  6.84284883e-02
  4.20427159e-01  3.10346547e-01  2.83354110e-01 -2.13413114e-02
  7.28895537e-01  6.36582731e-01  4.70173689e-01  2.65769135e-01
 -6.30914984e-01  1.78841519e-01 -3.99650960e-01 -4.90983130e-02
  2.05983545e-01]",2
89118172e2bffff,"[-1.83162969e-02  1.77453669e-01  2.06673315e-01 -3.88174188e-01
  5.27117095e-01  5.52713372e-01  1.71021358e-01  6.05335328e-02
  2.92695089e-02  1.07853403e-01 -1.56286878e-01  5.39674229e-01
  4.86628438e-01  4.71112773e-01  1.80088091e-02  0.00000000e+00
  3.81475941e-01  4.83146348e-01  5.17111277e-01  5.21208344e-01
  4.79572841e-01  2.20327433e-01  2.06340896e-01 -8.38693593e-02
  2.33532785e-01  3.64863293e-01 -4.43447187e-02  8.27058921e-02
  4.44278235e-02  2.61755173e-01  2.77445359e-01  2.24150253e-01
  3.10986454e-01  8.72517244e-02  6.89936009e-02  2.66691598e-01
  2.60408876e-01  4.76572758e-01  2.33300091e-01  2.77777778e-01
  2.11285631e-01  4.46821242e-01  6.15391008e-01 -3.40729660e-02
 -9.19471454e-02  5.37929029e-01  1.74611485e-01 -6.40737971e-02
  4.41078700e-01  1.17676390e-02  7.94731156e-02  3.04828389e-02
  2.65935344e-04  1.38535694e-02 -1.84958032e-01 -1.86836200e-01
 -5.17742874e-02  3.43031663e-01 -5.52563783e-02  7.91573174e-02
 -1.36674146e-01  1.20950719e-01  1.20194465e-01  3.49871188e-01
  3.08169201e-01 -1.57109615e-01  2.94506773e-01  1.79539599e-01
  5.31538270e-01  1.43679880e-01  6.11318873e-02  8.97697997e-02
  3.95562204e-01  3.03249397e-01  2.57292446e-02 -2.89786421e-01
 -4.08692762e-01 -4.33807031e-02  1.00349040e-01  1.17568354e-01
  1.50427990e-01]",0
89118172e2fffff,"[-2.40538519e-01  1.21898114e-01  2.62228871e-01  7.14701238e-04
  5.27117095e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01 -1.56286878e-01  1.50785340e-01
  8.19961772e-01  5.26668329e-01  2.95786587e-01  0.00000000e+00
  1.03698163e-01  3.16479681e-01  2.94889055e-01  3.54541677e-01
  6.46239508e-01  5.53660766e-01  1.50785340e-01 -8.38693593e-02
  1.77977229e-01  4.75974404e-01  6.67663924e-02  8.27058921e-02
  4.44278235e-02  3.17310729e-01  4.44112025e-01  2.24150253e-01
  4.77653121e-01  2.53918391e-01  6.89936009e-02  6.55580487e-01
 -2.39591124e-01  3.65461647e-01  3.99966758e-01  6.66666667e-01
 -1.09365910e-02  3.35710130e-01  7.26502119e-01  6.32593701e-01
  2.41386188e-01  5.93484584e-01  4.52389263e-01 -3.97407130e-01
  4.96634256e-01  1.22878750e-01 -1.98304662e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02 -1.84958032e-01 -7.57250893e-02
 -1.62885398e-01  5.09698330e-01  2.99177263e-04 -1.98620460e-01
 -2.55630350e-02 -1.01271503e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01 -1.01554060e-01  7.22845508e-02  6.84284883e-02
  8.70938253e-02 -2.29867863e-02 -4.99792238e-02  3.11992022e-01
  6.22288706e-02  6.36582731e-01  1.36840356e-01  2.65769135e-01
  3.57516829e-02  1.78841519e-01 -6.63176265e-02  2.84235020e-01
 -1.27349788e-01]",1
89118172e33ffff,"[ 9.27948143e-02  4.55231447e-01  2.62228871e-01  1.11825812e-01
  3.04894872e-01  4.41602260e-01  3.37688025e-01  1.71644644e-01
 -8.18416023e-02  3.30075625e-01  6.59353445e-02  5.95229785e-01
  5.97739550e-01  4.15557218e-01 -3.75467464e-02  0.00000000e+00
  4.37031497e-01  5.38701903e-01  6.28222388e-01  5.76763899e-01
  4.24017286e-01 -1.89478933e-03  5.95229785e-01 -8.38693593e-02
  5.11310563e-01  5.87085515e-01  1.77877504e-01  8.27058921e-02
  4.44278235e-02  3.17310729e-01  6.66334247e-01  1.92803125e-03
  1.44319787e-01  2.53918391e-01 -4.21175102e-02 -2.33308402e-01
  2.04853320e-01  3.65461647e-01  3.99966758e-01  3.33333333e-01
  2.11285631e-01  5.57932353e-01  2.82057675e-01  5.21482590e-01
 -9.19471454e-02  2.60151251e-01  3.41278152e-01 -2.86296019e-01
  3.85523145e-01  1.22878750e-01  2.39175600e-02  3.04828389e-02
  2.65935344e-04  6.94091249e-02  3.72641901e-02  3.53860218e-02
 -5.17742874e-02  3.98587218e-01 -1.10811934e-01  2.36017618e-02
 -2.55630350e-02  1.20950719e-01  6.46389097e-02  4.60982299e-01
 -1.36275243e-01  9.55705144e-03  1.83395662e-01  4.01761822e-01
  5.31538270e-01  3.10346547e-01  2.83354110e-01 -2.43563534e-01
  7.28895537e-01  6.36582731e-01 -3.07604089e-01 -6.75641985e-02
 -7.53594282e-02  1.78841519e-01 -6.63176265e-02 -4.90983130e-02
  2.05983545e-01]",1
89118172e37ffff,"[-4.07205186e-01 -2.11435220e-01  2.62228871e-01 -1.65951965e-01
 -1.39549572e-01  5.52713372e-01  5.99102468e-02  1.71644644e-01
 -4.70730491e-01  3.30075625e-01 -8.22953544e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01 -3.70880080e-01  0.00000000e+00
  2.70364830e-01  6.49813014e-01  1.28222388e-01  1.87875010e-01
  1.46239508e-01  5.53660766e-01 -1.82547993e-01 -8.38693593e-02
  3.44643896e-01  3.09307737e-01  4.00099726e-01 -5.83960775e-01
 -4.55572177e-01 -1.82689271e-01  2.77445359e-01 -2.75849747e-01
 -2.23468794e-02 -2.46081609e-01 -4.31006399e-01  6.55580487e-01
 -7.29244577e-02  6.98794980e-01  7.33300091e-01  5.00000000e-01
  3.22396742e-01  6.69043464e-01  7.26502119e-01  9.65927034e-01
  2.41386188e-01  5.93484584e-01  2.85722596e-01  1.02592870e-01
 -3.36574420e-03  1.22878750e-01  1.35028671e-01 -4.69517161e-01
  2.65935344e-04 -4.30590875e-01  1.48375301e-01 -7.42391756e-01
 -8.29552065e-01  3.43031663e-01  2.99177263e-04  1.34712873e-01
 -1.92229702e-01 -2.67938170e-01 -7.13138868e-01  7.20934098e-02
  3.03914236e-02 -2.68220726e-01  4.05617884e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01  6.36582731e-01 -2.98263110e-02 -2.34230865e-01
 -1.30914984e-01 -3.21158481e-01  2.67015707e-01  2.84235020e-01
 -2.94016455e-01]",0
89118172e3bffff,"[ 6.77948143e-02  5.88564780e-01  1.87228871e-01 -2.15951965e-01
  4.85450428e-01  5.02713372e-01  3.84910247e-01  4.66446439e-02
 -2.07304911e-02  1.05075625e-01 -4.79535444e-02  3.17452007e-01
  3.94961772e-01  5.01668329e-01 -2.08800798e-02  0.00000000e+00
  3.95364830e-01  5.49813014e-01  4.28222388e-01  5.62875010e-01
  3.71239508e-01  1.28660766e-01  2.67452007e-01 -8.38693593e-02
  2.69643896e-01  2.84307737e-01  1.00099726e-01  4.10392255e-02
  4.44278235e-02  9.23107288e-02  3.52445359e-01 -2.58497465e-02
  3.02653121e-01  1.28918391e-01 -3.10063991e-02  1.55580487e-01
  2.27075542e-01  6.48794980e-01  4.58300091e-01  3.75000000e-01
  2.22396742e-01  5.69043464e-01  5.76502119e-01  1.90927034e-01
 -1.08613812e-01  3.93484584e-01  1.85722596e-01  1.77592870e-01
  2.46634256e-01  4.78787501e-02 -3.99713288e-02  5.48283886e-03
  2.65935344e-04 -5.55908751e-02 -2.66246987e-02  7.60824400e-03
 -7.95520652e-02  5.18031663e-01  2.99177263e-04 -4.02871271e-02
  1.82770298e-01 -4.29381700e-02 -1.38138868e-01  3.97093410e-01
  3.30391424e-01 -9.32207263e-02  1.55617884e-01  2.85095155e-01
  6.28760492e-01  2.60346547e-01  1.58354110e-01  1.11992022e-01
  6.53895537e-01  3.61582731e-01 -2.04826311e-01 -1.09230865e-01
 -5.91498379e-03  1.28841519e-01 -1.32984293e-01 -1.57649796e-02
  1.30983545e-01]",1
89118172e43ffff,"[ 9.27948143e-02 -2.11435220e-01  2.62228871e-01  3.34048035e-01
  8.60450428e-01  5.52713372e-01 -4.40089753e-01  1.71644644e-01
  2.92695089e-02 -6.69924375e-01 -8.22953544e-01  8.17452007e-01
 -1.80038228e-01  5.26668329e-01  6.29119920e-01  0.00000000e+00
 -2.29635170e-01 -3.50186986e-01 -3.71777612e-01 -3.12124990e-01
 -3.53760492e-01  5.53660766e-01 -1.82547993e-01 -8.38693593e-02
 -1.55356104e-01 -1.90692263e-01  4.00099726e-01 -5.83960775e-01
  4.44278235e-02 -6.82689271e-01  7.77445359e-01  2.24150253e-01
 -5.22346879e-01  2.53918391e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  0.00000000e+00
  3.22396742e-01  6.69043464e-01  7.26502119e-01  9.65927034e-01
  2.41386188e-01  5.93484584e-01  7.85722596e-01  6.02592870e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01 -7.42391756e-01
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
  3.07770298e-01  2.32061830e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01 -7.68220726e-01  4.05617884e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01 -7.16645890e-01 -6.88007978e-01
  7.28895537e-01  6.36582731e-01 -5.29826311e-01  2.65769135e-01
 -6.30914984e-01  1.78841519e-01 -7.32984293e-01 -7.15764980e-01
  2.05983545e-01]",0
89118172e47ffff,"[ 9.27948143e-02  5.88564780e-01  2.62228871e-01  1.34048035e-01
  6.60450428e-01  5.52713372e-01  3.59910247e-01  1.71644644e-01
  2.92695089e-02  1.30075625e-01  1.77046456e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01  2.91199202e-02  0.00000000e+00
  3.70364830e-01  2.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  1.53660766e-01  2.17452007e-01 -8.38693593e-02
  4.44643896e-01  2.09307737e-01  2.00099726e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01  5.77445359e-01  2.24150253e-01
  4.77653121e-01  2.53918391e-01  6.89936009e-02  5.55804870e-02
  4.27075542e-01  6.98794980e-01  7.33300091e-01  6.00000000e-01
  3.22396742e-01  6.69043464e-01  5.26502119e-01  7.65927034e-01
  2.41386188e-01  5.93484584e-01  3.85722596e-01  4.02592870e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01 -1.69517161e-01
  2.65935344e-04 -1.30590875e-01  1.48375301e-01  5.76082440e-02
  1.70447935e-01  6.43031663e-01  2.99177263e-04 -6.52871271e-02
  3.07770298e-01  2.32061830e-01  8.68611319e-02  5.72093410e-01
  3.30391424e-01  2.31779274e-01  5.61788415e-03  7.35095155e-01
  5.53760492e-01  3.10346547e-01  2.83354110e-01 -8.80079781e-02
  7.28895537e-01  2.36582731e-01 -1.29826311e-01  2.65769135e-01
  3.69085016e-01  1.78841519e-01  2.67015707e-01  2.84235020e-01
  5.98354525e-03]",1
89118172e4bffff,"[ 9.27948143e-02  2.88564780e-01  1.22288706e-02  8.40480346e-02
  6.10450428e-01  3.02713372e-01  5.99102468e-02 -7.83553561e-02
  2.92695089e-02  8.00756254e-02  1.77046456e-01  5.67452007e-01
  3.19961772e-01  5.26668329e-01  1.29119920e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  5.53660766e-01  8.17452007e-01  1.66130641e-01
  8.44643896e-01  8.09307737e-01 -9.99002742e-02 -8.39607745e-02
 -2.05572177e-01  6.73107288e-02 -2.22554641e-01  2.24150253e-01
 -2.72346879e-01 -2.46081609e-01 -4.31006399e-01  4.05580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  1.00000000e+00
  3.22396742e-01  6.69043464e-01  4.76502119e-01  4.65927034e-01
 -2.58613812e-01  5.93484584e-01  3.57225962e-02  1.02592870e-01
  4.96634256e-01  1.22878750e-01 -6.14971329e-01 -2.19517161e-01
 -2.49734065e-01  6.94091249e-02 -1.01624699e-01  7.60824400e-03
  1.70447935e-01  9.30316629e-02  2.99177263e-04  1.34712873e-01
  3.07770298e-01 -5.17938170e-01 -2.13138868e-01  5.72093410e-01
  2.80391424e-01 -1.82207263e-02  4.05617884e-01  4.85095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01  6.36582731e-01 -2.98263110e-02 -4.84230865e-01
 -3.80914984e-01 -3.21158481e-01 -7.32984293e-01 -2.15764980e-01
  2.05983545e-01]",1
89118172e4fffff,"[-4.07205186e-01  7.88564780e-01  2.62228871e-01 -1.65951965e-01
  8.60450428e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
 -4.70730491e-01 -1.69924375e-01  1.77046456e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01  6.29119920e-01  0.00000000e+00
  2.70364830e-01  1.49813014e-01  6.28222388e-01  6.87875010e-01
  1.46239508e-01  5.53660766e-01 -1.82547993e-01  4.16130641e-01
  8.44643896e-01 -1.90692263e-01  4.00099726e-01 -5.83960775e-01
  4.44278235e-02  3.17310729e-01  2.77445359e-01 -2.75849747e-01
 -2.23468794e-02 -2.46081609e-01 -4.31006399e-01  1.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  5.00000000e-01
 -1.77603258e-01  6.69043464e-01  2.26502119e-01  4.65927034e-01
 -7.58613812e-01  5.93484584e-01  2.85722596e-01  1.02592870e-01
  4.96634256e-01  1.22878750e-01 -3.64971329e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01 -2.42391756e-01
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
  3.07770298e-01 -2.67938170e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01 -2.68220726e-01  4.05617884e-01  2.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01 -1.88007978e-01
  7.28895537e-01  6.36582731e-01 -2.98263110e-02  2.65769135e-01
 -1.30914984e-01  1.78841519e-01 -2.32984293e-01 -2.15764980e-01
  2.05983545e-01]",1
89118172e53ffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01  3.34048035e-01
  8.60450428e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01  1.77046456e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01  6.29119920e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  5.53660766e-01  8.17452007e-01 -8.38693593e-02
  8.44643896e-01  8.09307737e-01  4.00099726e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01  7.77445359e-01  2.24150253e-01
 -5.22346879e-01  2.53918391e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  1.00000000e+00
  3.22396742e-01  6.69043464e-01  7.26502119e-01  9.65927034e-01
 -7.58613812e-01  5.93484584e-01  7.85722596e-01  6.02592870e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01  2.57608244e-01
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
  3.07770298e-01  2.32061830e-01 -7.13138868e-01  5.72093410e-01
  5.30391424e-01  2.31779274e-01  4.05617884e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01  6.36582731e-01  4.70173689e-01 -7.34230865e-01
 -6.30914984e-01  1.78841519e-01  2.67015707e-01  2.84235020e-01
  2.05983545e-01]",2
89118172e57ffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01 -6.65951965e-01
  8.60450428e-01 -4.47286628e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01 -8.22953544e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01 -3.70880080e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  5.53660766e-01 -1.82547993e-01 -8.38693593e-02
  8.44643896e-01  8.09307737e-01  4.00099726e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01 -2.22554641e-01  2.24150253e-01
  4.77653121e-01 -7.46081609e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  1.00000000e+00
  3.22396742e-01  6.69043464e-01 -2.73497881e-01 -3.40729660e-02
 -7.58613812e-01  5.93484584e-01  7.85722596e-01 -3.97407130e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01 -7.42391756e-01
  1.70447935e-01  8.43031663e-01  2.99177263e-04 -8.65287127e-01
 -6.92229702e-01  2.32061830e-01  2.86861132e-01  5.72093410e-01
 -4.69608576e-01 -7.68220726e-01  4.05617884e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01 -6.88007978e-01
  7.28895537e-01  6.36582731e-01  4.70173689e-01  2.65769135e-01
  3.69085016e-01  1.78841519e-01  2.67015707e-01  2.84235020e-01
  2.05983545e-01]",1
89118172e5bffff,"[-5.00623286e-02  6.45707637e-01  2.62228871e-01  1.91190892e-01
  2.89021857e-01  5.52713372e-01  4.17053104e-01 -3.99783928e-01
  2.92695089e-02  4.43613396e-02  1.77046456e-01  5.31737721e-01
  5.34247486e-01  5.26668329e-01  4.86262777e-01  0.00000000e+00
  6.27507687e-01  6.49813014e-01  4.85365246e-01  6.87875010e-01
  5.03382365e-01  5.53660766e-01  8.17452007e-01  6.30416355e-01
  8.44643896e-01  8.09307737e-01  4.00099726e-01  1.30324940e-01
 -9.84293194e-02  1.74453586e-01  6.34588216e-01  2.24150253e-01
  3.34795978e-01 -3.17958946e-02  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  1.42857143e-01
  3.22396742e-01  5.26186321e-01  2.97930691e-01 -3.40729660e-02
  9.85290451e-02  5.93484584e-01 -7.14202609e-02  3.16878584e-01
  4.96634256e-01 -1.99783928e-02 -7.82847170e-03 -1.12374304e-01
  2.65935344e-04 -2.16305161e-01  5.51815840e-03  1.14751101e-01
  2.75907920e-02  4.14460234e-01  2.99177263e-04 -8.14426992e-03
  2.20560126e-02 -3.39366741e-01  1.14684617e-03  4.29236267e-01
  2.44677138e-01 -5.39350121e-02  4.05617884e-01  4.49380869e-01
  7.53760492e-01  3.10346547e-01  1.40496967e-01  2.62777362e-02
  5.86038394e-01  4.93725588e-01  1.84459403e-01 -1.62802294e-01
 -5.94864124e-02  3.59843763e-02 -1.86985789e-02  1.41377878e-01
  2.05983545e-01]",1
89118172e63ffff,"[-3.87841331e-02  4.72775307e-01  1.83281502e-01 -1.39636176e-01
  4.92029375e-01  5.00081793e-01  4.80962878e-01  9.26972755e-02
  2.95371938e-03  1.45865099e-01 -7.16407074e-03  4.75346744e-01
  3.46277561e-01  4.74036750e-01  1.55435710e-01  0.00000000e+00
  4.01943777e-01  4.91918277e-01  4.96643441e-01  5.56296063e-01
  3.83081613e-01  7.99765557e-02  3.43767796e-01 -8.38693593e-02
  2.65696528e-01  2.30360369e-01 -2.09529058e-02 -8.39607745e-02
  1.81120340e-02  1.85731781e-01  3.56392727e-01  9.25713061e-02
  2.93442594e-01  9.60236542e-02 -3.62695570e-02  1.29264698e-01
  1.90233437e-01  6.19847612e-01  4.17510618e-01  1.57894737e-01
  2.43449374e-01  5.63780306e-01  5.68607382e-01  2.55400718e-01
 -1.00719075e-01  4.35589847e-01  2.59406807e-01  1.02592870e-01
  2.59792151e-01 -8.70019726e-03 -2.28660657e-02 -4.84645296e-02
 -5.23656436e-02 -9.53824351e-03 -1.41098383e-01 -5.54965074e-03
  1.25531980e-02  3.16715873e-01  2.99177263e-04  2.94497150e-02
  9.72439826e-02 -5.74118542e-02  2.37032372e-02  4.40514462e-01
  2.93549318e-01 -3.13786211e-02  1.42459989e-01  2.61410944e-01
  6.22181545e-01  1.78767600e-01  1.25459373e-01 -5.64290307e-02
  5.71000800e-01  3.99740626e-01 -1.08773679e-01 -1.28967707e-01
 -2.56518259e-02  4.72625718e-02 -1.01405346e-01 -3.15544533e-02
  1.27036177e-01]",1
89118172e67ffff,"[ 9.27948143e-02  1.88564780e-01  6.22288706e-02 -6.65951965e-01
  4.60450428e-01  3.52713372e-01  3.59910247e-01 -2.83553561e-02
  2.92695089e-02  1.30075625e-01  1.77046456e-01  8.17452007e-01
  8.19961772e-01  3.26668329e-01  2.91199202e-02  0.00000000e+00
 -2.96351699e-02  2.49813014e-01  6.28222388e-01  4.87875010e-01
  2.46239508e-01  1.53660766e-01  4.17452007e-01  1.16130641e-01
  4.44643896e-01  2.09307737e-01  9.97257542e-05 -5.83960775e-01
  4.44278235e-02  1.17310729e-01  3.77445359e-01  2.41502535e-02
 -1.22346879e-01  2.53918391e-01  6.89936009e-02  5.55804870e-02
  2.70755423e-02  4.98794980e-01  3.33300091e-01  2.00000000e-01
  1.22396742e-01  4.69043464e-01  5.26502119e-01  1.65927034e-01
 -1.58613812e-01  3.93484584e-01  1.85722596e-01 -1.97407130e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01  5.76082440e-02
 -2.95520652e-02  6.43031663e-01  2.99177263e-04 -6.52871271e-02
 -2.92229702e-01  3.20618300e-02  8.68611319e-02  3.72093410e-01
 -2.69608576e-01 -1.68220726e-01  4.05617884e-01  1.35095155e-01
  5.53760492e-01  3.10346547e-01  2.83354110e-01  1.11992022e-01
  3.28895537e-01  4.36582731e-01 -3.29826311e-01 -3.34230865e-01
 -2.30914984e-01 -2.11584808e-02  6.70157068e-02 -1.15764980e-01
  5.98354525e-03]",0
89118172e6bffff,"[ 4.55952014e-03  4.35623604e-01  8.57582824e-02 -2.83599024e-01
  4.19273957e-01  4.64478077e-01  3.54027894e-01 -6.36494738e-02
 -2.95540206e-02  6.53697430e-02 -8.76594268e-02  3.76275536e-01
  4.37608831e-01  4.67844799e-01 -1.79389033e-02 -2.94117647e-02
  5.05658948e-01  6.20401250e-01  5.10575330e-01  6.58463246e-01
  4.40357155e-01  2.59543119e-01  3.76275536e-01 -8.38693593e-02
  2.85820367e-01  3.68131266e-01  1.05982079e-01 -8.39607745e-02
  1.50160588e-02  2.29075435e-01  3.36268888e-01  1.35914959e-01
  1.54123709e-01  1.95094862e-01  1.01700715e-02  2.43815781e-01
  3.09428483e-01  5.81147922e-01  5.27417738e-01  3.52941176e-01
  2.63573213e-01  5.21984640e-01  4.32384472e-01  2.01221152e-01
 -1.40966753e-01  4.75837525e-01  2.85722596e-01  2.20239928e-01
  2.31928373e-01  3.46434560e-02 -4.14419171e-02 -2.83406906e-02
  2.65935344e-04 -1.36473228e-01 -2.80952870e-02 -6.59211678e-02
 -6.02265339e-03  4.60678722e-01 -2.91125874e-02  7.58893435e-02
  1.36526513e-02 -9.14675818e-02 -1.24903574e-01  4.54446351e-01
  2.06862012e-01 -3.29266087e-02  1.40912002e-01  2.64506920e-01
  6.65525198e-01  2.80934782e-01  2.53942345e-01 -4.09491545e-02
  6.40660243e-01  1.95406260e-01 -5.92380757e-02 -8.71720416e-02
 -1.60326749e-01  9.06062250e-02 -2.62396058e-01 -2.45176744e-01
  1.47160016e-01]",1
