name,tags,score,lat,lon
Киберклуб CyberX,['Киберспорт'],"4,3",38.066246,54.879371
Детский Лофт Kinder-Party,['Клуб для детей и подростков'],,38.085914,54.889825
Парк канатка,['Развлекательный центр'],,38.081067,54.882256
